Platform,SPN,User Display Name,Display Types,TIME,Event,Config,Dependency,Access Level (Wintrac),Unit of Measurement,Event log when alarm code(s) set,Event Log When Parameter Changes?,Auto Log at Power ON?,Auto Log at Noon (12:05 PM)?,Additional Reqs,Documentation Notes
DEET,0x0001,Software Major Version,Header,False,0.0,1.0,,Technician,,,,,,,
Nebula-Galaxy,0x0001,Software Major Version,Header,False,0.0,1.0,,Technician,,,,0.0,0.0,,
Railblazer,0x0001,Software Major Version,Header,FALSE ,0.0,1.0,No Dependency,Technician,,,,,,,
DEET,0x0002,Software Minor Version,Header,False,0.0,1.0,,Technician,,,,,,,
Nebula-Galaxy,0x0002,Software Minor Version,Header,False,0.0,1.0,,Technician,,,,0.0,0.0,,
Railblazer,0x0002,Software Minor Version,Header,FALSE ,0.0,1.0,No Dependency,Technician,,,,,,,
Nebula-Galaxy,0x0003,Software Release Number,Header,False,0.0,1.0,,Technician,,,,0.0,0.0,,
DEET,0x0003,Software Release Number,Header,False,0.0,1.0,,Technician,,,,,,,
Railblazer,0x0003,Software Release Number,Header,FALSE ,0.0,1.0,No Dependency,Technician,,,,,,,
DEET,0x0004,Software Build Number,Header,False,0.0,1.0,,Technician,,,,,,,
Nebula-Galaxy,0x0004,Software Build Number,Header,False,0.0,1.0,,Technician,,,,0.0,0.0,,
Railblazer,0x0004,Software Build Number,Header,FALSE ,0.0,1.0,No Dependency,Technician,,,,,,,
Railblazer,0x002D,ECU Engine RPM,Graph and Table,TRUE,0.0,0.0,Engine = ECO GOV,Technician,,"33, 48, 616",,,,,"P.Carr 21st July 23: since RB does not support alarm code 7, removed alarm code 7 from event log alarms list"
AMT,0x002D,ECU Engine RPM,Graph and Table,True,0.0,0.0,Engine = ECO GOV,Technician,Frequencies (RPM),"7, 33, 48, 86, 87, 616",False,0.0,0.0,,
DEET,0x002D,ECU Engine RPM,Graph and Table,True,0.0,0.0,Engine = ECO GOV OR Platform = DEET,Technician,,102:672; 102:55,,,,,
Navigator,0x002D,ECU Engine RPM,Graph and Table,True,0.0,0.0,Engine = ECO GOV,Technician,,"7, 33, 48, 616",,,,,
DEET,0x002E,Engine Speed Command,Table Only,True,0.0,0.0,,Technician,,,,,,,
Railblazer,0x002E,Engine Speed Command,Graph (stepped) and Table (continuous columns),TRUE,0.0,0.0,No Dependency,Technician,,33,,,,,P.Carr 25th July - reviewed with RB team and agreed to make this timed log with graphical stepped view. 
AMT,0x002E,Engine Speed Request,Graph (stepped) and Table (continuous columns),True,0.0,0.0,Engine = ECO GOV,Technician,Frequencies (RPM),"33, 616",False,0.0,0.0,,"P.Carr 1st Sept 2022 - updated SPN from 0x0181 (not applicable for AMT) to 0x002E (engine speed command)

P.Carr 4th Jan 24 - adding dependency to ensure parameter is not logged for ELENA MT unit models "
AMT,0x0030,Electric Motor RPM,Graph and Table,True,0.0,0.0,No Dependency,Technician,Frequencies (RPM),"7, 33, 36, 48, 56, 57, 58, 59, 86, 87, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",False,0.0,0.0,,
Navigator,0x0030,Electric Motor RPM,Graph and Table,True,0.0,0.0,No Dependency,Technician,,"7, 33, 48, 56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,,
Railblazer,0x0030,Electric Motor RPM,Graph and Table,TRUE,0.0,0.0,No Dependency,Technician,,"33, 48, 56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,,"P.Carr 21st July 23: since RB does not support alarm code 7, removed alarm code 7 from event log alarms list"
Nebula-Galaxy,0x0036,Hot Gas Bypass Valve,Table Only,False,1.0,0.0,,Technician,,45,,0.0,0.0,,
Nebula-Galaxy,0x0037,Liquid Line Solenoid Zone 2,Table Only,False,1.0,0.0,,Technician,,67,,0.0,0.0,,
Nebula-Galaxy,0x0039,Liquid Line Solenoid Zone 1,Table Only,False,1.0,0.0,,Technician,,67,,0.0,0.0,,
DEET,0x0042,Safety Spare Output,Table Only,True,0.0,0.0,,User,,2:10; 42:10; 13:26; 42:93; 42:95; 42:99; 42:236,,,,Need to rename SPN to Compressor Enable,
Nebula-Galaxy,0x0044,Combo Device On/Off Switch,Table Only,False,1.0,0.0,,Technician,,265,,0.0,0.0,ComboTrm15,
Nebula-Galaxy,0x0047,Combo Device 12V DC Supply Voltage,Table and Graph,True,0.0,0.0,,Technician,Voltage (V),265,,0.0,0.0,ComboTrm30,
AMT,0x004A,Engine Preheat Output,Table Only,False,1.0,0.0,No Dependency,Technician,,15,True,0.0,0.0,,Helpful for diagnosing fail to crank issues. 
DEET,0x004A,Engine Preheat,Table Only,False,1.0,0.0,,Technician,,,True,,,Log event: when engine preheat status changes.,Helpful for diagnosing fail to crank issues. Will allow for determination of preheat time length
Navigator,0x004A,Engine Preheat,Table Only,False,1.0,0.0,Engine Type = ECO or Mechanical ,Technician,,,True,,,Log event: when engine preheat status changes.,"Helpful for diagnosing fail to crank issues. Will allow for determination of preheat time length

DB - 16th Jan2023 - Updated dependancy column from ""No Dependancy"" to ""Engine Type = ECO or Mechanical"" for PL3 & ELENA"
Railblazer,0x004A,Engine Preheat,Table Only,False,1.0,0.0,No Dependency,Technician,,,True,,,Log event: when engine preheat status changes.,Helpful for diagnosing fail to crank issues. Will allow for determination of preheat time length
AMT,0x004B,Engine Starter Solenoid Output,Table Only,False,1.0,0.0,No Dependency,Technician,,,True,0.0,0.0,,
Navigator,0x004D,Engine Speed Solenoid,Table Only,False,1.0,0.0,Engine = MECHANICAL,Technician,,40,True,,,Log event: when engine speed solenoid status changes or applicable alarm code sets,
Nebula-Galaxy,0x004F,Main Heater Contactor Output Zone 1,Table Only,True,0.0,0.0,,Technician,,317,,0.0,0.0,,
Nebula-Galaxy,0x0050,Main Heater Contactor Output Zone 2,Table Only,True,0.0,0.0,,Technician,,317,,0.0,0.0,,
Railblazer,0x0058,Power On,Table Only,False,1.0,0.0,No Dependency,User,,,,1.0,, Log event at power on / off,
Navigator,0x0058,Power On,Table Only,False,1.0,0.0,No Dependency,User,,,,1.0,,Log event at power on / off,
AMT,0x0058,Power On,Table Only,False,1.0,0.0,No Dependency,User,,,False,1.0,0.0,,
DEET,0x0058,Power On,Table Only,False,1.0,0.0,,User,,,,1.0,, Log event at power on / off,
Railblazer,0x0093,Return Control,Graph and Table,TRUE,0.0,0.0,No Dependency,User,,3,,,,,
AMT,0x0093,Return Air Temperature - Zone 1,Graph and Table,True,0.0,0.0,No Dependency,User,"Temperatures (◦C/◦F )
MT Zone 1","3, 280",False,0.0,0.0,,
DEET,0x0093,Return Control,Graph and Table,True,0.0,0.0,,User,,1:3,,,,,
Navigator,0x0093,Return Control,Graph and Table,True,0.0,0.0,No Dependency,User,,3,,,,,
Navigator,0x0093,Return Display,Graph and Table,True,0.0,0.0,No Dependency,Technician,,,,,,,DB 8th Oct 2024 - Added Return Display to address issue of jumbled columns in the servicewatch download. Dischage Display shall log same data as Discharge Control for PL6
Nebula-Galaxy,0x0093,Return Air Temperature,Table and Graph,True,0.0,0.0,,User,Temperatures (◦C/◦F ) MT Zone 1,3,,0.0,0.0,,
Nebula-Galaxy,0x0093,Return Air Temperature Zone 1,Table and Graph,True,0.0,0.0,,User,Temperatures (◦C/◦F ) MT Zone 1,3,,0.0,0.0,,
Railblazer,0x0094,Discharge Control,Graph and Table,TRUE,0.0,0.0,No Dependency,User,,4,,,,,
AMT,0x0094,Discharge Air Temperature - Zone 1,Graph and Table,True,0.0,0.0,No Dependency,User,"Temperatures (◦C/◦F )
MT Zone 1","4, 280",False,0.0,0.0,,
DEET,0x0094,Discharge Control,Graph and Table,True,0.0,0.0,,User,,1:4,,,,,
Navigator,0x0094,Discharge Control,Graph and Table,True,0.0,0.0,No Dependency,User,,4,,,,,
Navigator,0x0094,Discharge Display,Graph and Table,True,0.0,0.0,No Dependency,Technician,,,,,,,DB 8th Oct 2024 - Added Discharge Display to address issue of jumbled columns in the servicewatch download. Dischage Display shall log same data as Discharge Control for PL6
Nebula-Galaxy,0x0094,Discharge Air Temperature,Table and Graph,True,0.0,0.0,,Technician,Temperatures (◦C/◦F ) MT Zone 1,4,,0.0,0.0,,
Nebula-Galaxy,0x0094,Discharge Air Temperature Zone 1,Table and Graph,True,0.0,0.0,,Technician,Temperatures (◦C/◦F ) MT Zone 1,4,,0.0,0.0,,
Railblazer,0x0095,Return Display,Graph and Table,TRUE,1.0,0.0,No Dependency,Technician,,203,,,,,
Nebula-Galaxy,0x0095,Return Air Temperature Zone 2,Table and Graph,True,0.0,0.0,,User,Temperatures (◦C/◦F )MT Zone 2,3,,0.0,0.0,,
DEET,0x0095,Return Display,Graph and Table,True,0.0,0.0,,Technician,,1:203,,,,,
DEET,0x0096,Discharge Display,Graph and Table,True,0.0,0.0,,Technician,,1:204,,,,,
Nebula-Galaxy,0x0096,Coolant Water Temperature Sensor,Table and Graph,True,0.0,0.0,,Technician,Temperatures (◦C/◦F ) MT Zone 1,206,,0.0,0.0,WaterTempSensor,
Railblazer,0x0096,Discharge Display,Graph and Table,TRUE,1.0,0.0,No Dependency,Technician,,204,,,,,
AMT,0x0097,Evaporator Coil Temperature - Zone 1,Graph and Table,True,0.0,0.0,No Dependency,User,"Temperatures (◦C/◦F )
MT Zone 1","2, 9, 280",False,0.0,0.0,,
DEET,0x0097,Evaporator Coil,Graph and Table,True,0.0,0.0,,User,,1:2; 42:9,,,,,
Navigator,0x0097,Evaporator Coil,Graph and Table,True,0.0,0.0,No Dependency,User,,"2, 9",,,,,
Nebula-Galaxy,0x0097,Evaporator Coil Temperature,Table and Graph,True,0.0,0.0,,User,Temperatures (◦C/◦F ) MT Zone 1,"2, 9",,0.0,0.0,,
Nebula-Galaxy,0x0097,Evaporator Coil Temperature Zone 1,Table and Graph,True,0.0,0.0,,User,Temperatures (◦C/◦F ) MT Zone 1,"2, 9",,0.0,0.0,,
Railblazer,0x0097,Evaporator Coil,Graph and Table,TRUE,0.0,0.0,No Dependency,User,,"2, 9",,,,,
AMT,0x0098,Ambient Temperature,Graph and Table,True,0.0,0.0,No Dependency,User,"Temperatures (◦C/◦F )
MT Zone 1","5, 10",False,0.0,0.0,,
DEET,0x0098,Ambient,Graph and Table,True,0.0,0.0,,User,,1:5,,,,,
Navigator,0x0098,Ambient,Graph and Table,True,0.0,0.0,No Dependency,User,,5,,,,,
Nebula-Galaxy,0x0098,Ambient Temperature,Table and Graph,True,0.0,0.0,,User,Temperatures (◦C/◦F ) MT Zone 1,"5, 10",,0.0,0.0,,
Railblazer,0x0098,Ambient Temperature,Graph and Table,TRUE,0.0,0.0,No Dependency,User,,5,,,,,
Nebula-Galaxy,0x0099,Drain Pan Temperature,Table and Graph,True,0.0,0.0,,Technician,,202,,0.0,0.0,,
DEET,0x009A,Refrigerant Discharge Temperature,Graph and Table,True,0.0,0.0,,,,42:80; 10:121,,,,,
Nebula-Galaxy,0x009A,Compressor Discharge Temperature,Table and Graph,True,0.0,0.0,,Technician,"Temperatures (◦C/◦F )
MT Zone 2","80, 121",,0.0,0.0,,
Railblazer,0x009B,Suction Pressure,Graph and Table,TRUE,0.0,0.0,No Dependency,Technician,,"87, 89",,,,,
Navigator,0x009B,Suction Pressure,Graph and Table,True,0.0,0.0,No Dependency,Technician,,"87, 89",,,,,
Nebula-Galaxy,0x009B,Compressor Suction Pressure,Table and Graph,True,0.0,0.0,,Technician,Pressures (PSI/Bar),"87, 89,93,95,99",,0.0,0.0,,
AMT,0x009B,Compressor Suction Pressure,Graph and Table,True,0.0,0.0,No Dependency,Technician,Pressures (PSI/Bar),"87, 89",False,0.0,0.0,,
DEET,0x009B,Suction Pressure,Graph and Table,True,0.0,0.0,,Technician,,2:87; 34:89; 42:93; 42:95; 42:99; 42:236,,,,,
Railblazer,0x009C,Discharge Pressure,Graph and Table,TRUE,0.0,0.0,No Dependency,Technician,,"10, 86",,,,,
Nebula-Galaxy,0x009C,Compressor Discharge Pressure,Table and Graph,True,0.0,0.0,,Technician,Pressures (PSI/Bar),"10, 86,93,95,99",,0.0,0.0,,
Navigator,0x009C,Discharge Pressure,Graph and Table,True,0.0,0.0,No Dependency,Technician,,"10, 86",,,,,
AMT,0x009C,Compressor Discharge Pressure,Graph and Table,True,0.0,0.0,No Dependency,Technician,Pressures (PSI/Bar),"10, 86",False,0.0,0.0,,
DEET,0x009C,Discharge Pressure,Graph and Table,True,0.0,0.0,,Technician,,2:10; 42:10; 2:86; 42:93; 42:95; 42:99; 42:236,,,,,
AMT,0x00A1,ETV Current Position,Table Only,True,0.0,0.0,No Dependency,Technician,,"86, 87, 89",False,0.0,0.0,,
DEET,0x00A1,ETV Position,Table Only,True,0.0,0.0,,Technician,,2:87; 34:89; 2:10; 42:10; 2:86; 42:93; 42:95; 42:99; 42:236,,,,,
Navigator,0x00A1,ETV Position,Table Only,True,0.0,0.0,No Dependency,Technician,,"87, 89",,,,,
Railblazer,0x00A1,ETV Current Position,Table Only,TRUE,0.0,0.0,No Dependency,Technician,,"87, 89",,,,,
AMT,0x00AA,Engine Oil Pressure Switch,Table Only,False,1.0,0.0,No Dependency,Technician,,"19 , 31, 66",False,0.0,0.0,,
Navigator,0x00AA,Engine Oil Pressure Switch,Table Only,False,1.0,0.0,No Dependency,Technician,,"19 , 31",,,,Log when applicable alarm code is set,
AMT,0x00AB,High Pressure Cut Out ,Table Only,False,1.0,0.0,No Dependency,Technician,,"10, 86",True,0.0,0.0,,
DEET,0x00AB,High Pressure Cut Out ,Table Only,False,1.0,0.0,,Technician,,2:10; 42:10; 2:86,True,,,Log when applicable alarm code is set OR log event whenever parameter value changes,
Navigator,0x00AB,High Pressure Cut Out ,Table Only,False,1.0,0.0,No Dependency,Technician,,"10, 86",True,,,Log when applicable alarm code is set OR log event whenever parameter value changes,
Nebula-Galaxy,0x00AB,High Pressure Cut Out,Table Only,False,1.0,0.0,,Technician,,10,,0.0,0.0,,
Railblazer,0x00AB,High Pressure Cut Out ,Table Only,False,1.0,0.0,No Dependency,Technician,,"10, 86",True,,,Log when applicable alarm code is set OR log event whenever parameter value changes,
AMT,0x00AC,Oil Level,Table Only,False,1.0,0.0,Engine = ECO GOV,Technician,,"19, 31, 66, 63",True,0.0,0.0,,"P.Carr 26th August 2024: 
added dependency to event log only when engine selection is ECO GOV. "
Navigator,0x00AC,Oil Level,Table Only,False,1.0,0.0,Engine Type = ECO or Mechanical ,Technician,,"66, 31, 63, ",True,,,Event log: when Oil level status changes,"DB - 16th Jan2023 - Updated dependancy column from ""No Dependancy"" to ""Engine Type = ECO or Mechanical"" for PL3 & ELENA"
Navigator,0x00AE,Electric Standby Motor Overload,Table Only,False,1.0,0.0,No Dependency,Technician,,"36, 266, 90",True,,,Event log: when EOL status changes,
Railblazer,0x00AE,Electric Standby Motor Overload,Table Only,False,1.0,0.0,No Dependency,Technician,,"36, 266, 90",True,,,Event log: when EOL status changes,
AMT,0x00AE,Electric Standby Motor Overload,Table Only,False,1.0,0.0,No Dependency,Technician,,"36, 266, 90",True,0.0,0.0,,
AMT,0x00AF,Electric Ready,Table Only,False,1.0,0.0,No Dependency,Technician,,"36, 266, 91",True,0.0,0.0,,
DEET,0x00AF,Electric Ready,Table Only,False,1.0,0.0,,Technician,,33:91; 33:366,True,,,Log Event: when ER status changes,
Navigator,0x00AF,Electric Ready,Table Only,False,1.0,0.0,No Dependency,Technician,,"36, 266, 91",True,,,Log Event: when ER status changes,
Railblazer,0x00AF,Electric Ready,Table Only,False,1.0,0.0,No Dependency,Technician,,"36, 266, 91",True,,,Log Event: when ER status changes,
DEET,0x00B1,Engine Coolant Level Switch,Table Only,True,0.0,0.0,,Technician,,102:37,,,,,
Railblazer,0x00B1,Engine Coolant Level Switch,Table Only,FALSE ,1.0,0.0,No Dependency,Technician,,102:37,,,,,
DEET,0x00B2,Service Switch,Table Only,True,0.0,0.0,,Technician,,,,,,,
Railblazer,0x00B2,Service Switch,Table Only,FALSE ,1.0,0.0,No Dependency,User,,"89, 10, 272, 631",,,,,
AMT,0x00B2,Service Switch,Table Only,False,1.0,0.0,No Dependency,User,,"89, 10, 272, 631",True,0.0,0.0,,16 Aug 22 - removed code 270 from list of alarm codes which result in event log. Related to Defect ID 2276
Nebula-Galaxy,0x00B3,Heater Limit Switch Feedback Zone 1,Table Only,True,0.0,0.0,,Technician,,201,,0.0,0.0,,
Nebula-Galaxy,0x00B6,Heater Limit Switch Feedback Zone 2,Table Only,True,0.0,0.0,,Technician,,201,,0.0,0.0,,
Navigator,0x00B8,Engine Coolant Temperature,Graph and Table,True,0.0,0.0,Engine = MECHANICAL,Technician,,"6, 18, 63",,,,,Coolant temperature if engine is MECHANICAL
Railblazer,0x00BB,Shunt Current,Graph and Table,TRUE,0.0,0.0,No Dependency,Technician,,"45, 52, 61",,,,,"P.Carr 21st July 23: since RB does not support alarm code 40, removed alarm code 40 from event log alarms list"
AMT,0x00BB,Shunt Current,Graph and Table,True,0.0,0.0,No Dependency,Technician,Currents (A),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 265",False,0.0,0.0,,
DEET,0x00BB,Shunt Current,Graph and Table,True,0.0,0.0,,Technician,,10:45; 10:53; 34:89; 10:121; 24:529; 102:816,,,,,
Navigator,0x00BB,Shunt Current,Graph and Table,True,0.0,0.0,No Dependency,Technician,,"40, 45, 52, 61",,,,,
Railblazer,0x00BC,Battery Voltage,Graph and Table,TRUE,0.0,0.0,No Dependency,Technician,,"45, 52, 61, 265",,,,,"P.Carr 21st July 23: since RB does not support alarm code 40, removed alarm code 40 from event log alarms list"
Nebula-Galaxy,0x00BC,TRU Battery Voltage Reported by Synergy,Table and Graph,True,0.0,0.0,,Technician,Voltage (V),61,,0.0,0.0,,
Navigator,0x00BC,Battery Voltage,Graph and Table,True,0.0,0.0,No Dependency,Technician,,"40, 45, 52, 61, 265",,,,,
AMT,0x00BC,Battery Voltage,Graph and Table,True,0.0,0.0,No Dependency,Technician,Voltage (V),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 265, 522",False,0.0,0.0,,
DEET,0x00BC,Battery Voltage,Graph and Table,True,0.0,0.0,,Technician,,10:45; 10:53; 14:61; 34:89; 10:121; 24:529; 102:816; 216:520; 216:545,,,,,
AMT,0x00BD,Battery Current - Raw,Graph and Table,True,0.0,0.0,No Dependency,Technician,Currents (A),"15, 45, 52, 61, 67, 105, 106, 107, 110, 112, 143, 522",False,0.0,0.0,,Raw Unfiltered Battery Current
DEET,0x00BD,Battery Current,Graph and Table,True,0.0,0.0,,Technician,,10:45; 10:53; 34:89; 10:121; 24:529; 102:816,,,,,
Navigator,0x00BD,Battery Current,Graph and Table,True,0.0,0.0,No Dependency,Technician,,"40, 45, 52, 61",,,,,
Railblazer,0x00BD,Battery Current,Graph and Table,TRUE,0.0,0.0,No Dependency,Technician,," 45, 52, 61",,,,,"P.Carr 21st July 23: since RB does not support alarm code 40, removed alarm code 40 from event log alarms list"
DEET,0x00BF,ETV State,Table Only,True,0.0,0.0,,Engineering,,34:89,,,,Log Enumeration only - not descriptor,
Navigator,0x00BF,ETV State,Table Only,True,0.0,0.0,No Dependency,Engineering,,89,,,,Log Enumeration only - not descriptor,
Railblazer,0x00BF,ETV State,Table Only,TRUE,0.0,0.0,No Dependency,Engineering,,89,,,,Log Enumeration only - not descriptor,
AMT,0x00C1,ECU Coolant Temperature,Graph and Table,True,0.0,0.0,Engine = ECO GOV,Technician,"Temperatures (◦C/◦F )
MT Zone 1","6, 18, 63",False,0.0,0.0,,Coolant temperature if engine is ECO GOV
DEET,0x00C1,ECU Coolant Temperature,Graph and Table,True,0.0,0.0,Engine = ECO GOV OR Platform = DEET,Technician,,11:18; 102:604; 102:704,,,,,Coolant temperature if engine is ECO GOV
Navigator,0x00C1,ECU Coolant Temperature,Graph and Table,True,0.0,0.0,Engine = ECO GOV,Technician,,"6, 18, 63",,,,,Coolant temperature if engine is ECO GOV
Railblazer,0x00C1,ECU Coolant Temperature,Graph and Table,TRUE,0.0,0.0,Engine = ECO GOV,Technician,,"18, 63, 604, 704",,,,,"Coolant temperature if engine is ECO GOV
P.Carr 21st July 23: since RB does not support alarm code 6, removed alarm code 6 from event log alarms list. Adding alarms 604 and 704 as replacements (water temp. sensor fault)"
Navigator,0x00C2,Engine ECU Temperature,Table Only,False,1.0,0.0,Engine = ECO GOV,Technician,,629,,,,Event log whenever alarm code 629 is set,
AMT,0x00C2,Engine ECU Temperature,Table Only,False,1.0,0.0,Engine = ECO GOV,Technician,,629,False,0.0,0.0,,
Navigator,0x00C5,ECU Preheat State,Table Only,False,1.0,0.0,Engine = ECO GOV,Technician,,15,True,,,Event log whenever state changes or applicable alarm code is set. ,
DEET,0x00C5,ECU Preheat State,Table Only,False,1.0,0.0,Engine = ECO GOV OR Platform = DEET,Technician,,102:816,True,,,Event log whenever state changes or applicable alarm code is set. ,
AMT,0x00C5,ECU Preheat State,Table Only,False,1.0,0.0,Engine = ECO GOV,Technician,,15,True,0.0,0.0,,
AMT,0x00C6,ECU Engine State,Table Only,False,1.0,0.0,Engine = ECO GOV,Technician,,"17, 20, 63",True,0.0,0.0,,
DEET,0x00C6,ECU Engine Operating State,Table Only,False,1.0,0.0,Engine = ECO GOV OR Platform = DEET,Engineering,,102:63,True,,,Event log whenever state changes or applicable alarm code is set. ,
Navigator,0x00C6,ECU Engine Operating State,Table Only,False,1.0,0.0,Engine = ECO GOV,Engineering,,"17, 20, 63",True,,,Event log whenever state changes or applicable alarm code is set. ,
AMT,0x00C7,ECU Engine % Load,Table Only,True,0.0,0.0,Engine = ECO GOV,Technician,,,False,0.0,0.0,,
DEET,0x00C7,ECU Engine % Load,Table Only,True,0.0,0.0,Engine = ECO GOV OR Platform = DEET,Technician,,,,,,,
Navigator,0x00C7,ECU Engine % Load,Table Only,True,0.0,0.0,Engine = ECO GOV,Technician,,,,,,,
Railblazer,0x00C7,ECU Engine % Load,Table Only,TRUE,0.0,0.0,Engine = ECO GOV,Technician,,,,,,,
Navigator,0x00CE,Timed Defrost,Table Only,False,1.0,0.0,No Dependency,User,,,True,,,Log event if parameter value changes. ,Event log which indicates defrost request
AMT,0x00CE,Timed Defrost - Zone 1,Table Only,False,1.0,0.0,No Dependency,User,,,True,0.0,0.0,,Event log which indicates defrost request
DEET,0x00CE,Timed Defrost,Table Only,False,1.0,0.0,,User,,,True,,, Log event if parameter value changes. ,Event log which indicates defrost request
Railblazer,0x00CE,Timed Defrost,Table Only,False,1.0,0.0,No Dependency,User,,,True,,, Log event if parameter value changes. ,Event log which indicates defrost request
DEET,0x00CF,Manual Defrost,Table Only,False,1.0,0.0,,User,,,True,,, Log event if parameter value changes. ,Event log which indicates defrost request
Navigator,0x00CF,Manual Defrost,Table Only,False,1.0,0.0,No Dependency,User,,,True,,,Log event if parameter value changes. ,Event log which indicates defrost request
AMT,0x00CF,Manual Defrost - Zone 1,Table Only,False,1.0,0.0,No Dependency,User,,,True,0.0,0.0,,Event log which indicates defrost request
Railblazer,0x00CF,Manual Defrost,Table Only,False,1.0,0.0,No Dependency,User,,,True,,, Log event if parameter value changes. ,Event log which indicates defrost request
DEET,0x00D0,Low Coil Temperature Demand Defrost,Table Only,False,1.0,0.0,,User,,,True,,, Log event if parameter value changes. ,Event log which indicates defrost request
Railblazer,0x00D0,Low Coil Temperature Demand Defrost,Table Only,False,1.0,0.0,No Dependency,User,,,True,,, Log event if parameter value changes. ,Event log which indicates defrost request
Navigator,0x00D0,Low Coil Temperature Demand Defrost,Table Only,False,1.0,0.0,No Dependency,User,,,True,,,Log event if parameter value changes. ,Event log which indicates defrost request
AMT,0x00D0,Low Coil Temperature Demand Defrost - Zone 1,Table Only,False,1.0,0.0,No Dependency,User,,,True,0.0,0.0,,Event log which indicates defrost request
DEET,0x00D1,Variable Temp. Differential Demand Defrost,Table Only,False,1.0,0.0,,User,,,True,,, Log event if parameter value changes. ,Event log which indicates defrost request
Navigator,0x00D1,Variable Temp. Differential Demand Defrost,Table Only,False,1.0,0.0,No Dependency,User,,,True,,,Log event if parameter value changes. ,Event log which indicates defrost request
Railblazer,0x00D1,Variable Temp. Differential Demand Defrost,Table Only,False,1.0,0.0,No Dependency,User,,,True,,, Log event if parameter value changes. ,Event log which indicates defrost request
AMT,0x00D1,Variable Temp. Differential Demand Defrost - Zone 1,Table Only,False,1.0,0.0,No Dependency,User,,,True,0.0,0.0,,Event log which indicates defrost request
Railblazer,0x00D2,Modulation Demand Defrost,Table Only,False,1.0,0.0,No Dependency,User,,,True,,, Log event if parameter value changes. ,Event log which indicates defrost request
Navigator,0x00D2,Modulation Demand Defrost,Table Only,False,1.0,0.0,No Dependency,User,,,True,,,Log event if parameter value changes. ,Event log which indicates defrost request
AMT,0x00D2,Modulation Demand Defrost - Zone 1,Table Only,False,1.0,0.0,No Dependency,User,,,True,0.0,0.0,,Event log which indicates defrost request
DEET,0x00D2,Modulation Demand Defrost,Table Only,False,1.0,0.0,,User,,,True,,, Log event if parameter value changes. ,Event log which indicates defrost request
AMT,0x00D3,Coolant Level Switch,Table Only,False,1.0,0.0,No Dependency,Technician,,37,False,0.0,0.0,,
DEET,0x00EB,System Operating State,Table Only,True,0.0,0.0,,User,,217:24; 13:26; 13:32;,,,,,
Navigator,0x00EB,System Operating State,Table Only,True,0.0,0.0,No Dependency,User,,"21, 22, 23, 24, 26, 32",,,,,
Railblazer,0x00EB,System Operating State,Table Only,TRUE,0.0,0.0,No Dependency,User,,"21, 22, 23, 24, 26, 32",,,,,
AMT,0x00F0,Temperature Control Mode,Table Only,True,1.0,0.0,No Dependency,User,,,True,1.0,0.0,,P.Carr 28th Feb 23: changed SPN from FunctionSelection<0xF812> to DebugControlAlgorithmActive<0x00F0>
Railblazer,0x00F0,Temperature Control Mode,Table Only,TRUE,1.0,0.0,No Dependency,User,,,,,,,"P.Carr 21st July 23 - following a learning from AST/AMT in recent months,adding to RB to report/determine the true CS/CONT setting. "
AMT,0x00FC,ECU Speed Sensor Error,Table Only,False,1.0,0.0,Engine = ECO GOV,Technician,,7,False,0.0,0.0,,
Navigator,0x00FC,ECU Speed Sensor Error,Table Only,False,1.0,0.0,Engine = ECO GOV,Technician,,7,,,,Event log whenever alarm code 7 is set,
AMT,0x0105,Active Rectifier DC Current,Graph and Table,True,0.0,0.0,No Dependency,Technician,Currents (A),"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,0.0,0.0,,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI
Navigator,0x0105,Active Rectifier DC Current,Graph and Table,True,0.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI
Railblazer,0x0105,Active Rectifier DC Current,Graph and Table,TRUE,0.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 526, 555",,,,,Active Rectifier current is the total DC bus current. DCDC current is only that consumed by the DCDC. Eng. Team do not require timed logging of DCDC48VMSRI
AMT,0x0106,Active Rectifier DC Voltage,Table Only,False,1.0,0.0,No Dependency,Technician,,"56, 57, 58, 59, 264, 265, 267, 268, 273, 274, 275, 276, 277, 278, 281, 282, 526, 555",False,0.0,0.0,,Graphing either ACRDCVOLT or DCDC48VMSRV will give the same (or very similar) voltage measurement.
